title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,district,security_score,safety_score,cost_score,services_score,final_score
Apartamento en alquiler en Ur. La Capilla (U-3),"Ur. La Capilla (U-3), La Molina, Lima, Lima ",USD850,4 dormitorios,4 baños,164 m²,1999.0,,Apartamento,Alquiler,20 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-8aed-86338fe224e1-1cbf6b5f-b767-429f,3145.0,164.0,4,4,LA MOLINA,8.83,8.83,9.994817073170733,9.0,9.33
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,150",3 dormitorios,3 baños,136 m²,2012.0,S/.500,Apartamento,Alquiler,19 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-6a4a-db1692748e5c-e2b8cd10-865f-4166,4255.0,136.0,3,3,SAN ISIDRO,8.86,8.86,9.99154411764706,8.92,9.32
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,150",3 dormitorios,3 baños,136 m²,2012.0,S/.500,Apartamento,Alquiler,15 nov. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-f882-5a9e2053539c-6d4c4fca-8f1c-458a,4255.0,136.0,3,3,SAN ISIDRO,8.86,8.86,9.99154411764706,8.92,9.32
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ","USD1,000",3 dormitorios,3 baños,125 m²,2019.0,S/.450,Apartamento,Alquiler,10 feb. 2023 - Publicado por Marcia Rodriguez,https://www.properati.com.pe/detalle/14032-32-b3f7-675b2c763b9c-54315af8-bbf7-4a61,3700.0,125.0,3,3,SAN MIGUEL,8.7,8.7,9.991999999999999,9.2,9.32
Casa en alquiler en Ur. Rinconada Del Lago Etapa Ii,"Ur. Rinconada Del Lago Etapa Ii, La Molina, Lima, Lima ","S/.10,528",8 dormitorios,4 baños,369 m²,1997.0,,Casa,Alquiler,"Hace 1 semana, 17 horas - Publicado por RE/MAX PERÚ",https://www.properati.com.pe/detalle/14032-32-bfc6-5b3df02cb5a7-78d12914-8d1d-4f96,10528.0,369.0,8,4,LA MOLINA,8.83,8.83,9.992288874240094,8.92,9.31
Casa en alquiler en Ur. Santo Tomas,"Ur. Santo Tomas, San Borja, Lima, Lima ","USD1,800",3 dormitorios,4 baños,300 m²,1995.0,,Casa,Alquiler,10 feb. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-65a3-e6fd33dd01bc-30df33c1-af01-479e,6660.0,300.0,3,4,SAN BORJA,8.86,8.86,9.994,8.84,9.31
Apartamento en alquiler en Ur. Colmenares,"Ur. Colmenares, Pueblo Libre, Lima, Lima ",USD760,3 dormitorios,2 baños,104 m²,2017.0,S/.270,Apartamento,Alquiler,"Hace 4 días, 22 horas - Publicado por LIMA CORRETAJE S.A.C",https://www.properati.com.pe/detalle/14032-32-baee-68901d85bce1-4ad731e0-ab48-45de,2812.0,104.0,3,2,PUEBLO LIBRE,9.15,9.15,9.992692307692309,8.219999999999999,9.3
Casa en alquiler en Ur. 28 De Julio,"Ur. 28 De Julio, Pueblo Libre, Lima, Lima ","S/.6,900",4 dormitorios,3 baños,214 m²,1980.0,S/.200,Casa,Alquiler,25 ene. 2023 - Publicado por Inmobiliaria SAEG,https://www.properati.com.pe/detalle/14032-32-daf3-40d661bff042-2553fce6-ab78-437c,6900.0,214.0,4,3,PUEBLO LIBRE,9.15,9.15,9.991285678201566,8.24,9.3
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.2,800",3 dormitorios,3 baños,83 m²,2020.0,S/.265,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por REMAX UNITED",https://www.properati.com.pe/detalle/14032-32-5610-84a3ea723047-cd8c1d58-ac42-4d7a,2800.0,83.0,3,3,JESUS MARIA,8.64,8.64,9.990882448713773,9.239999999999998,9.3
Casa en alquiler en As. Miguel Grau,"As. Miguel Grau, San Bartolo, Lima, Lima ",USD450,3 dormitorios,1 baño,120 m²,2000.0,,Casa,Alquiler,6 mar. 2023 - Publicado por Alfredo Maccera,https://www.properati.com.pe/detalle/14032-32-bc71-c73c661fb498-c94357a0-8d71-120d,1665.0,120.0,3,1,SAN BARTOLO,9.9,9.9,9.99625,6.64,9.29
Casa en alquiler en Ur. Santa Monica,"Ur. Santa Monica, San Isidro, Lima, Lima ","USD5,000",4 dormitorios,5 baños,379 m²,1993.0,,Casa,Alquiler,17 feb. 2023 - Publicado por Top House Perú Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b5a5-784e30091bc4-6d6b3761-be85-4176,18500.0,379.0,4,5,SAN ISIDRO,8.86,8.86,9.986807387862797,8.76,9.29
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD950,2 dormitorios,3 baños,85 m²,2013.0,S/.450,Apartamento,Alquiler,27 feb. 2023 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-aa29-e9f2a37908b5-24e1ae20-8b1c-447d,3515.0,85.0,2,3,BARRANCO,9.17,9.17,9.988823529411764,8.06,9.28
Casa en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ","USD1,900",7 dormitorios,4 baños,207 m²,1992.0,,Casa,Alquiler,4 feb. 2023 - Publicado por RE/MAX Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-a911-bc122769111c-fae4a93-b6c7-435b,7030.0,207.0,7,4,SAN BORJA,8.86,8.86,9.990821256038648,8.719999999999999,9.28
Apartamento en alquiler en Ur. Parque San Martin,"Ur. Parque San Martin, Pueblo Libre, Lima, Lima ","S/.2,600",3 dormitorios,2 baños,85 m²,2015.0,,Apartamento,Alquiler,14 mar. 2023 - Publicado por Martha Vargas Serrano,https://www.properati.com.pe/detalle/14032-32-ea6-9ee0d71f8266-64caaaa1-9e8b-4690,2600.0,85.0,3,2,PUEBLO LIBRE,9.15,9.15,9.991732909379968,8.14,9.28
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ","USD3,500",8 dormitorios,4 baños,146 m²,1992.0,,Apartamento,Alquiler,5 dic. 2022 - Publicado por RE/MAX Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-6565-fdce91d00398-39cc62c1-b42a-4cbb,12950.0,146.0,8,4,SAN ISIDRO,8.86,8.86,9.976027397260275,8.719999999999999,9.28
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Magdalena del Mar, Lima, Lima ","USD1,000",3 dormitorios,2 baños,111 m²,2007.0,S/.350,Apartamento,Alquiler,22 feb. 2023 - Publicado por REMAX SUNSET,https://www.properati.com.pe/detalle/14032-32-5933-1da5603a7652-81f553db-983b-4690,3700.0,111.0,3,2,MAGDALENA DEL MAR,9.26,9.26,9.99099099099099,7.82,9.26
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Pueblo Libre, Lima, Lima ","S/.2,200",3 dormitorios,2 baños,112 m²,2011.0,S/.174,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-ec2b-7226305eb72e-466af862-9d35-42eb,2200.0,112.0,3,2,PUEBLO LIBRE,9.15,9.15,9.994691119691119,7.98,9.25
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, Surquillo, Lima, Lima ","S/.2,200",3 dormitorios,2 baños,66 m²,2022.0,S/.280,Apartamento,Alquiler,24 mar. 2023 - Publicado por Nexdor SAC,https://www.properati.com.pe/detalle/14032-32-3858-f5d3600d7e23-3ad0315-94e9-49f2,2200.0,66.0,3,2,SURQUILLO,8.9,8.9,9.99099099099099,8.42,9.24
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","USD1,880",3 dormitorios,2 baños,235 m²,2008.0,"S/.1,300",Apartamento,Alquiler,7 mar. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-7183-da85d5d91323-5718b7ce-8401-4b86,6956.0,235.0,3,2,BARRANCO,9.17,9.17,9.991999999999999,7.86,9.24
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD2,100",4 dormitorios,2 baños,295 m²,2000.0,,Apartamento,Alquiler,22 dic. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-5ebe-61e524a9e13a-e90fec66-bbda-4db6,7770.0,295.0,4,2,SAN ISIDRO,8.86,8.86,9.992881355932203,8.44,9.23
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ","S/.3,000",3 dormitorios,3 baños,70 m²,2000.0,S/.280,Apartamento,Alquiler,"Hace 1 día, 16 horas - Publicado por KRB Agencia Perú",https://www.properati.com.pe/detalle/14032-32-354b-6d5017ed3a54-800f052b-bfd2-4e1d,3000.0,70.0,3,3,SAN ISIDRO,8.86,8.86,9.988416988416988,8.44,9.23
Apartamento en alquiler en Ur. Textil Continental,"Ur. Textil Continental, Surquillo, Lima, Lima ","S/.2,500",3 dormitorios,2 baños,79 m²,2021.0,S/.250,Apartamento,Alquiler,20 mar. 2023 - Publicado por JJ CONSULTORES E INMOBILIARIA SAC,https://www.properati.com.pe/detalle/14032-32-66fa-35a36ac2367f-75a83b87-91d1-4134,2500.0,79.0,3,2,SURQUILLO,8.9,8.9,9.991447143345876,8.379999999999999,9.23
Casa en alquiler en Ur. El Sol De La Molina Etapa Iii,"Ur. El Sol De La Molina Etapa Iii, La Molina, Lima, Lima ","USD1,650",5 dormitorios,5 baños,850 m²,1986.0,,Casa,Alquiler,15 mar. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-73b6-440818f2ab3a-d0f07808-acd7-4652,6105.0,850.0,5,5,LA MOLINA,8.83,8.83,9.998058823529412,8.48,9.23
Apartamento en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ","S/.3,000",3 dormitorios,3 baños,94 m²,2000.0,S/.220,Apartamento,Alquiler,11 ene. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-d479-e9ddef853b15-ad4a2249-9cc8-469c,3000.0,94.0,3,3,SAN BORJA,8.86,8.86,9.99137435307648,8.44,9.23
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",USD950,2 dormitorios,3 baños,92 m²,2021.0,S/.328,Apartamento,Alquiler,"Hace 5 días, 13 horas - Publicado por GRUPO JCTP INMOBILIARIO SAC",https://www.properati.com.pe/detalle/14032-32-6e96-6b8cc4981401-90c7611a-974f-4435,3515.0,92.0,2,3,SAN BORJA,8.86,8.86,9.989673913043479,8.379999999999999,9.22
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,100",2 dormitorios,3 baños,110 m²,2022.0,S/.380,Apartamento,Alquiler,16 dic. 2022 - Publicado por Dream House Real Estate,https://www.properati.com.pe/detalle/14032-32-919b-b380b8c43666-d2723b18-9876-4c7e,4070.0,110.0,2,3,SAN ISIDRO,8.86,8.86,9.99,8.42,9.22
Apartamento en alquiler en Ur. Las Lomas De La Molina Vieja Etapa I,"Ur. Las Lomas De La Molina Vieja Etapa I, La Molina, Lima, Lima ","S/.2,450",3 dormitorios,3 baños,79 m²,2000.0,,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-65be-93a6b1588d4e-66bfe366-b8de-4d54,2450.0,79.0,3,3,LA MOLINA,8.83,8.83,9.99161820047896,8.44,9.22
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,380",3 dormitorios,2 baños,131 m²,2020.0,S/.700,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-69dd-e410df5be883-3612c089-8bfd-4130,5106.0,131.0,3,2,SAN ISIDRO,8.86,8.86,9.989465648854962,8.34,9.21
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ","USD3,000",3 dormitorios,3 baños,330 m²,1998.0,"S/.1,400",Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-6b9e-6d907aca1971-dde10f21-a2d4-4ab5,11100.0,330.0,3,3,SAN ISIDRO,8.86,8.86,9.990909090909092,8.36,9.21
Apartamento en alquiler en Ba. Del Medico,"Ba. Del Medico, Surquillo, Lima, Lima ",USD700,3 dormitorios,2 baños,71 m²,2018.0,S/.220,Apartamento,Alquiler,7 mar. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-6529-a169617618e7-e96a739a-a472-4bb2,2590.0,71.0,3,2,SURQUILLO,8.9,8.9,9.990140845070423,8.26,9.21
Apartamento en alquiler en Ur. Orbea,"Ur. Orbea, Magdalena del Mar, Lima, Lima ",S/.240,2 dormitorios,2 baños,66 m²,2022.0,,Apartamento,Alquiler,"Hace 4 días, 10 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-aee6-fbf15e94e774-6a45cd40-9b35-47b7,240.0,66.0,2,2,MAGDALENA DEL MAR,9.26,9.26,9.9990171990172,7.52,9.21
Casa en alquiler en Ur. Lobaton,"Ur. Lobaton, San Isidro, Lima, Lima ","USD1,300",5 dormitorios,2 baños,205 m²,1983.0,S/.10,Casa,Alquiler,10 mar. 2023 - Publicado por ANA MARIA CECILIA ARTEAGA RODRIGUEZ,https://www.properati.com.pe/detalle/14032-32-7418-675bfbff8f95-38baadec-bc92-44df,4810.0,205.0,5,2,SAN ISIDRO,8.86,8.86,9.993658536585366,8.36,9.21
Apartamento en alquiler en Ur. La Calera De Monterrico,"Ur. La Calera De Monterrico, Surquillo, Lima, Lima ","S/.2,400",3 dormitorios,2 baños,75 m²,2017.0,S/.170,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-220f-d57c5144bc45-764adc8c-9b53-4dd0,2400.0,75.0,3,2,SURQUILLO,8.9,8.9,9.991351351351351,8.219999999999999,9.2
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ","USD2,650",3 dormitorios,3 baños,450 m²,1995.0,S/.1,Apartamento,Alquiler,9 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-8bc1-c853fbbb192a-f1f878a9-8f59-40b1,9805.0,450.0,3,3,SAN ISIDRO,8.86,8.86,9.994111111111112,8.239999999999998,9.19
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ","USD1,100",3 dormitorios,2 baños,130 m²,2018.0,S/.450,Apartamento,Alquiler,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-f0a7-f14e347a6b6a-efbff344-ad72-41a7,4070.0,130.0,3,2,SAN ISIDRO,8.86,8.86,9.991538461538461,8.26,9.19
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,300",2 dormitorios,3 baños,154 m²,2018.0,S/.680,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Home Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-7f93-9f3fa2423513-b796518b-9c2e-4f57,4810.0,154.0,2,3,SAN ISIDRO,8.86,8.86,9.99155844155844,8.26,9.19
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD800,2 dormitorios,2 baños,72 m²,2023.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-8206-b65be670c0a6-a13a71bb-a6e4-4cca,2960.0,72.0,2,2,BARRANCO,9.17,9.17,9.988888888888889,7.5600000000000005,9.18
Apartamento en alquiler en Ur. Lobaton,"Ur. Lobaton, San Isidro, Lima, Lima ","USD1,800",3 dormitorios,3 baños,398 m²,1992.0,S/.650,Apartamento,Alquiler,29 dic. 2022 - Publicado por Pilar Zunjic,https://www.properati.com.pe/detalle/14032-32-81cf-c82dc4d2510-e96a3716-a9e6-4667,6660.0,398.0,3,3,SAN ISIDRO,8.86,8.86,9.995477386934674,8.12,9.17
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","S/.2,900",2 dormitorios,2 baños,61 m²,2021.0,S/.160,Apartamento,Alquiler,2 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-a038-e74750861e5b-55284d58-a53d-4823,2900.0,61.0,2,2,BARRANCO,9.17,9.17,9.987151085511742,7.4799999999999995,9.16
Apartamento en alquiler en Ur. Maranga Etapa V,"Ur. Maranga Etapa V, San Miguel, Lima, Lima ","S/.2,500",3 dormitorios,2 baños,76 m²,2022.0,S/.250,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por JESSICA NORIEGA DIAZ",https://www.properati.com.pe/detalle/14032-32-4d9c-1a33d8ba03e6-c27e9f19-831b-42d7,2500.0,76.0,3,2,SAN MIGUEL,8.7,8.7,9.991109530583214,8.42,9.16
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Barranco, Lima, Lima ",USD720,2 dormitorios,2 baños,66 m²,2020.0,S/.150,Apartamento,Alquiler,26 mar. 2023 - Publicado por JESUS ALTAMIRANO CONDEMARIN,https://www.properati.com.pe/detalle/14032-32-d929-423094f1e665-e35d2a8d-ba23-4949,2664.0,66.0,2,2,BARRANCO,9.17,9.17,9.989090909090908,7.4399999999999995,9.15
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Magdalena del Mar, Lima, Lima ","S/.2,300",2 dormitorios,2 baños,85 m²,2015.0,S/.250,Apartamento,Alquiler,13 mar. 2023 - Publicado por Martha Vargas Serrano,https://www.properati.com.pe/detalle/14032-32-38d6-470bb6fede32-3cef1e39-a843-42c3,2300.0,85.0,2,2,MAGDALENA DEL MAR,9.26,9.26,9.99268680445151,7.24,9.15
Apartamento en alquiler en Ur. Jorge Chavez,"Ur. Jorge Chavez, Surquillo, Lima, Lima ","S/.2,300",3 dormitorios,2 baños,81 m²,2011.0,S/.260,Apartamento,Alquiler,Hace 23 horas - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-a193-d0793ffe4a08-361818ac-b031-4ab9,2300.0,81.0,3,2,SURQUILLO,8.9,8.9,9.992325658992327,7.98,9.15
Apartamento en alquiler en Ur. Las Begonias,"Ur. Las Begonias, San Borja, Lima, Lima ","S/.2,900",3 dormitorios,3 baños,120 m²,1990.0,S/.140,Apartamento,Alquiler,29 dic. 2022 - Publicado por IVV Broker Inmobiliario,https://www.properati.com.pe/detalle/14032-32-45cb-b6a85f6aa66b-9502bad3-99f6-45a9,2900.0,120.0,3,3,SAN BORJA,8.86,8.86,9.993468468468468,8.04,9.15
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ","USD1,450",3 dormitorios,2 baños,192 m²,2013.0,S/.850,Apartamento,Alquiler,22 feb. 2023 - Publicado por Global Ceo Net Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-cff4-f8a8bcb1496-eaa27506-997f-4779,5365.0,192.0,3,2,SAN BORJA,8.86,8.86,9.992447916666666,8.06,9.15
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,200",3 dormitorios,2 baños,160 m²,2012.0,S/.580,Apartamento,Alquiler,20 mar. 2023 - Publicado por Oscar Leandro Peña Villanueva,https://www.properati.com.pe/detalle/14032-32-8481-15ac85b3e13d-12b9d1a5-9157-44c1,4440.0,160.0,3,2,SAN ISIDRO,8.86,8.86,9.9925,8.02,9.14
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ",USD750,3 dormitorios,2 baños,83 m²,2019.0,S/.250,Apartamento,Alquiler,10 feb. 2023 - Publicado por Habitar,https://www.properati.com.pe/detalle/14032-32-d83-a73504cea72b-1f0e3a25-b307-40ca,2775.0,83.0,3,2,SAN MIGUEL,8.7,8.7,9.990963855421688,8.3,9.14
Casa en alquiler en Ur. Risso,"Ur. Risso, Lince, Lima, Lima ","USD3,500",8 dormitorios,4 baños,350 m²,1965.0,,Casa,Alquiler,"Hace 2 semanas, 1 día - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-bdc2-b1a21ca9c90c-bed2c5a6-ac0c-417e,12950.0,350.0,8,4,LINCE,9.04,9.04,9.99,7.640000000000001,9.14
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Pueblo Libre, Lima, Lima ","S/.2,300",2 dormitorios,2 baños,70 m²,2020.0,,Apartamento,Alquiler,22 mar. 2023 - Publicado por Cesar Muñoz,https://www.properati.com.pe/detalle/14032-32-c90c-655c1dbb7f80-b7bb4464-8f82-3e82,2300.0,70.0,2,2,PUEBLO LIBRE,9.15,9.15,9.99111969111969,7.4399999999999995,9.14
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.3,000",3 dormitorios,2 baños,78 m²,2022.0,S/.250,Apartamento,Alquiler,28 mar. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-41bf-8de70edff6ef-3aa320d8-8807-4d16,3000.0,78.0,3,2,JESUS MARIA,8.64,8.64,9.98960498960499,8.42,9.14
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",USD920,2 dormitorios,2 baños,55 m²,2019.0,S/.300,Apartamento,Alquiler,27 nov. 2022 - Publicado por Roxana Elvira Lazarte Alatrista,https://www.properati.com.pe/detalle/14032-32-fd7d-d835fe5437ad-27d8bfe-a2e7-4444,3404.0,55.0,2,2,BARRANCO,9.17,9.17,9.983272727272727,7.4,9.14
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ","S/.3,000",3 dormitorios,2 baños,110 m²,2011.0,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-bc2c-27fcb6cbac95-cbbf27b0-8027-4270,3000.0,110.0,3,2,SAN ISIDRO,8.86,8.86,9.992628992628992,7.98,9.14
Apartamento en alquiler en Ur. El Rosario,"Ur. El Rosario, San Isidro, Lima, Lima ","USD2,200",3 dormitorios,2 baños,210 m²,2010.0,S/.750,Apartamento,Alquiler,4 ene. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-cae8-d2d4cdcdd48c-f467d042-b7c8-471e,8140.0,210.0,3,2,SAN ISIDRO,8.86,8.86,9.98952380952381,7.9399999999999995,9.13
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD790,2 dormitorios,3 baños,63 m²,2010.0,S/.210,Apartamento,Alquiler,27 mar. 2023 - Publicado por REMAX UNITED,https://www.properati.com.pe/detalle/14032-32-d538-7ac0f7c8d12e-6c09cebd-bd50-42ee,2923.0,63.0,2,3,SAN ISIDRO,8.86,8.86,9.987460317460318,7.9399999999999995,9.13
Apartamento en alquiler en Ur. Las Lagunas De La Molina Etapa Iii,"Ur. Las Lagunas De La Molina Etapa Iii, La Molina, Lima, Lima ",USD750,3 dormitorios,2 baños,95 m²,2011.0,S/.325,Apartamento,Alquiler,24 ene. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-be99-248da778eb4d-d6d5373f-8020-4c01,2775.0,95.0,3,2,LA MOLINA,8.83,8.83,9.992105263157894,7.98,9.12
Apartamento en alquiler en Ur. San Eugenio,"Ur. San Eugenio, Lince, Lima, Lima ","S/.2,500",2 dormitorios,2 baños,65 m²,2022.0,S/.390,Apartamento,Alquiler,22 ene. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-2cb-d7dd52313207-dfdacf61-8a16-4ddc,2500.0,65.0,2,2,LINCE,9.04,9.04,9.98960498960499,7.52,9.12
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Lince, Lima, Lima ","S/.2,800",3 dormitorios,2 baños,96 m²,2000.0,S/.300,Apartamento,Alquiler,"Hace 6 días, 21 horas - Publicado por REMAX FENIX",https://www.properati.com.pe/detalle/14032-32-3c73-f9543b28a5e6-68c79545-8a3d-4af5,2800.0,96.0,3,2,LINCE,9.04,9.04,9.992117117117118,7.54,9.12
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD700,2 dormitorios,2 baños,53 m²,2016.0,S/.290,Apartamento,Alquiler,20 dic. 2022 - Publicado por EMILIA ROSARIO COURREJOLLES REAÑO,https://www.properati.com.pe/detalle/14032-32-a811-1c129b81b993-dd6aac9f-a827-47e0,2590.0,53.0,2,2,BARRANCO,9.17,9.17,9.986792452830189,7.28,9.12
Apartamento en alquiler en Ur. Libertad,"Ur. Libertad, San Miguel, Lima, Lima ","S/.1,800",3 dormitorios,2 baños,82 m²,2014.0,S/.250,Apartamento,Alquiler,2 ene. 2023 - Publicado por NNK PERU SAC,https://www.properati.com.pe/detalle/14032-32-e1dd-c79ca082f8be-4dbb2e9-a1b2-4f1f,1800.0,82.0,3,2,SAN MIGUEL,8.7,8.7,9.994067237969677,8.1,9.1
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",USD950,3 dormitorios,2 baños,100 m²,2006.0,S/.400,Apartamento,Alquiler,26 ene. 2023 - Publicado por Inmobiliaria Casella,https://www.properati.com.pe/detalle/14032-32-5e28-996bb85253b2-886857fc-8eac-4d5c,3515.0,100.0,3,2,SAN ISIDRO,8.86,8.86,9.9905,7.780000000000001,9.1
Apartamento en alquiler en Ag. La Paz,"Ag. La Paz, San Miguel, Lima, Lima ","S/.1,750",3 dormitorios,2 baños,80 m²,2014.0,S/.235,Apartamento,Alquiler,23 ene. 2023 - Publicado por Silvia Lara - REALTY,https://www.properati.com.pe/detalle/14032-32-9b78-4d8496242ca6-238a58f0-91c6-120d,1750.0,80.0,3,2,SAN MIGUEL,8.7,8.7,9.994087837837839,8.1,9.1
Apartamento en alquiler en Ur. San Eugenio,"Ur. San Eugenio, Lince, Lima, Lima ",USD750,2 dormitorios,2 baños,71 m²,2019.0,S/.300,Apartamento,Alquiler,11 mar. 2023 - Publicado por Remax Plaza,https://www.properati.com.pe/detalle/14032-32-cc7f-ed02528e5eb6-e3fdc5e5-a258-4aac,2775.0,71.0,2,2,LINCE,9.04,9.04,9.98943661971831,7.4,9.09
Casa en alquiler en Ur. Primavera,"Ur. Primavera, Magdalena del Mar, Lima, Lima ","USD1,200",4 dormitorios,2 baños,80 m²,1963.0,S/.1,Casa,Alquiler,"Hace 2 semanas, 5 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-e988-671b51ad0d05-9a46bf51-869a-43ec,4440.0,80.0,4,2,MAGDALENA DEL MAR,9.26,9.26,9.985000000000001,6.96,9.09
