title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,300",3 dormitorios,3 baños,160 m²,,S/.720,Apartamento,Alquiler,16 feb. 2023 - Publicado por Faure Cruz,https://www.properati.com.pe/detalle/14032-32-5184-7575224c3821-673a5e15-bbb4-4b8e
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ","S/.2,000",2 dormitorios,2 baños,60 m²,,S/.160,Apartamento,Alquiler,13 mar. 2023 - Publicado por REMAX FENIX,https://www.properati.com.pe/detalle/14032-32-bf80-196c1463fb75-3efdb258-9735-4a86
Apartamento en alquiler en Ur. Libertad,"Ur. Libertad, San Miguel, Lima, Lima ","S/.2,000",2 dormitorios,2 baños,60 m²,,,Apartamento,Alquiler,23 feb. 2023 - Publicado por REMAX FENIX,https://www.properati.com.pe/detalle/14032-32-7417-8205e8383e98-407c4c58-8f9d-4310
Apartamento en alquiler en Ur. La Luz,"Ur. La Luz, Lima, Lima, Lima ","S/.2,200",2 dormitorios,1 baño,70 m²,2021,S/.1,Apartamento,Alquiler,16 mar. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-5002-24d5984d7d82-946c548d-88ab-47af
Casa en alquiler en Co. La Molina Real,"Co. La Molina Real, La Molina, Lima, Lima ","USD2,200",5 dormitorios,5 baños,280 m²,2013,S/.600,Casa,Alquiler,16 mar. 2023 - Publicado por REMAX SPAZIO,https://www.properati.com.pe/detalle/14032-32-41c4-83677a5d1ce-d414da19-b116-4233
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",USD750,1 dormitorio,1 baño,70 m²,,S/.225,Apartamento,Alquiler,14 mar. 2023 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-b155-47d0decbe1ef-b1f9e409-9101-4406
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD600,2 dormitorios,1 baño,100 m²,,,Apartamento,Alquiler,28 nov. 2022 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-412f-6faa21c748b4-d06bd7d1-90bc-4f83
Casa en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ","USD1,700",4 dormitorios,3 baños,360 m²,2022,,Casa,Alquiler,4 feb. 2023 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-dce3-580c3545c01f-e625f046-8f55-42bf
Apartamento en alquiler en Ur. Monte Carmelo,"Ur. Monte Carmelo, La Victoria, Lima, Lima ","S/.2,500",3 dormitorios,2 baños,125 m²,1982,S/.200,Apartamento,Alquiler,10 ene. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-84e2-a955dc6ba26a-ae1b8dbf-8c5f-423a
Apartamento en alquiler en San Miguel,"San Miguel, Lima, Lima ","S/.2,400",3 dormitorios,2 baños,120 m²,,,Apartamento,Alquiler,16 mar. 2023 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-5d22-1e9f06d2052f-2a794539-b69e-4973
Apartamento en alquiler en Ur. La Alameda,"Ur. La Alameda, Santiago de Surco, Lima, Lima ",USD620,2 dormitorios,2 baños,95 m²,1990,S/.130,Apartamento,Alquiler,27 ene. 2023 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-17dd-b7e951405128-121e9293-a7bf-4c77
Casa en alquiler en Surquillo,"Surquillo, Lima, Lima ","S/.7,200",7 dormitorios,5 baños,180 m²,,,Casa,Alquiler,10 nov. 2022 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-614b-2c0d25173a8f-5199fd7e-ac1f-4ff7
Apartamento en alquiler en Rimac,"Rimac, Lima, Lima ","S/.1,050",2 dormitorios,1 baño,58 m²,2021,S/.100,Apartamento,Alquiler,16 mar. 2023 - Publicado por ALI HOUSE-PROFESIONALES INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-1d85-28832ce6e429-90442f95-9b35-4802
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.3,200",2 dormitorios,3 baños,86 m²,2019,S/.400,Apartamento,Alquiler,1 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-d6d0-7125598771e2-f331943a-a214-4314
Apartamento en alquiler en San Miguel,"San Miguel, Lima, Lima ","S/.1,200",1 dormitorio,1 baño,38 m²,,,Apartamento,Alquiler,9 mar. 2023 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-4721-eea91aa4db2a-4b0d048-8152-4313
Apartamento en alquiler en Ah. San Hilarion,"Ah. San Hilarion, San Juan de Lurigancho, Lima, Lima ",S/.650,1 dormitorio,1 baño,45 m²,2021,,Apartamento,Alquiler,9 ene. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-ac96-d8851f49fc7-91d20852-bce3-481f
Apartamento en alquiler en Ah. San Hilarion,"Ah. San Hilarion, San Juan de Lurigancho, Lima, Lima ",S/.650,1 dormitorio,1 baño,45 m²,2021,,Apartamento,Alquiler,9 ene. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-9378-71d7bec9b9d1-22efe262-9846-4759
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,100",2 dormitorios,2 baños,126 m²,2017,S/.530,Apartamento,Alquiler,2 mar. 2023 - Publicado por Maria del Pilar Cabrera S.,https://www.properati.com.pe/detalle/14032-32-ab4-511d4621325f-b443310-9c30-4659
Apartamento en alquiler en Ur. San Juan Bautista De Chorrillos,"Ur. San Juan Bautista De Chorrillos, Chorrillos, Lima, Lima ","S/.1,200",1 dormitorio,1 baño,40 m²,1995,,Apartamento,Alquiler,15 mar. 2023 - Publicado por RE/MAX Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-2aff-b1cef571a172-23d1c34f-9047-48d2
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD800,1 dormitorio,2 baños,83 m²,2019,S/.400,Apartamento,Alquiler,3 feb. 2023 - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-c7f7-d450ba199cbd-1c7a26e4-92a4-4802
Apartamento en alquiler en Ur. Casuarinas Sur,"Ur. Casuarinas Sur, Santiago de Surco, Lima, Lima ",USD750,3 dormitorios,2 baños,115 m²,2014,S/.500,Apartamento,Alquiler,20 feb. 2023 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-2b70-ff10afbd4727-f97d71ef-ba37-45f7
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","USD1,880",3 dormitorios,2 baños,235 m²,2008,"S/.1,300",Apartamento,Alquiler,7 mar. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-7183-da85d5d91323-5718b7ce-8401-4b86
Apartamento en alquiler en Urb las Gardenias Etapa 1,"Urb las Gardenias Etapa 1, Provincia de Lima, Provincia de Lima ","S/.4,500",7 dormitorios,3 baños,180 m²,2020,S/.1,Apartamento,Alquiler,11 nov. 2021 - Publicado por NNK PERU SAC,https://www.properati.com.pe/detalle/14032-32-79bd-b4777c98be0d-2208e5d0-b62d-460d
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,150",3 dormitorios,4 baños,135 m²,2014,S/.520,Apartamento,Alquiler,25 feb. 2023 - Publicado por Lady Montes de Oca,https://www.properati.com.pe/detalle/14032-32-205b-cd0ee430d35d-3ba16fcb-b37a-458a
Apartamento en alquiler en El Callao,"El Callao, Callao, Callao ",S/.600,1 dormitorio,1 baño,40 m²,2022,S/.1,Apartamento,Alquiler,23 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-a64a-df499b8d54e3-c3a83094-8f4d-455d
Casa en alquiler en Ag. Inmaculada,"Ag. Inmaculada, Cayma, Arequipa, Arequipa ","S/.4,800",8 dormitorios,4 baños,520 m²,2000,S/.1,Casa,Alquiler,14 mar. 2023 - Publicado por Sillar Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-d7ec-91ab13feae57-ac3b05df-9484-4c75
Casa en alquiler en Manantay,"Manantay, Coronel Portillo, Ucayali ","S/.3,600",3 dormitorios,2 baños,220 m²,2015,,Casa,Alquiler,9 mar. 2023 - Publicado por Ucayali Homes,https://www.properati.com.pe/detalle/14032-32-30e2-90fd87b41b73-1fed4ce2-8c8a-3ab3
Apartamento en alquiler en Ur. Aurora Este,"Ur. Aurora Este, Surquillo, Lima, Lima ","S/.2,300",2 dormitorios,1 baño,75 m²,1979,S/.1,Apartamento,Alquiler,24 feb. 2023 - Publicado por TU HOGAR Y BIENESTAR,https://www.properati.com.pe/detalle/14032-32-6414-a24b7af24ab-d978f100-99d6-4119
Casa en alquiler en Cayma,"Cayma, Arequipa, Arequipa ","S/.6,500",3 dormitorios,3 baños,210 m²,2010,"S/.6,500",Casa,Alquiler,14 mar. 2023 - Publicado por Sillar Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-e8c3-826540818b5-d9dbe371-8196-461e
Casa en alquiler en Ur. La Encantada,"Ur. La Encantada, Chorrillos, Lima, Lima ","USD2,800",3 dormitorios,2 baños,570 m²,2001,S/.670,Casa,Alquiler,12 ene. 2023 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-b687-fcf325908c1c-ac5d114f-9910-42ab
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, San Isidro, Lima, Lima ","USD1,400",3 dormitorios,3 baños,176 m²,2014,"S/.1,360",Apartamento,Alquiler,16 nov. 2022 - Publicado por ANA MARIA CECILIA ARTEAGA RODRIGUEZ,https://www.properati.com.pe/detalle/14032-32-67e-7961ec75091a-4f396479-8531-46a1
Apartamento en alquiler en Asia,"Asia, Cañete, Lima ","USD1,000",4 dormitorios,3 baños,160 m²,,,Apartamento,Alquiler,3 ene. 2023 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-3f03-7be4c4e646f7-e4d02d79-a9b6-47d9
Casa en alquiler en Ica,"Ica, Ica, Ica ","S/.9,200",7 dormitorios,7 baños,160 m²,,,Casa,Alquiler,14 mar. 2023 - Publicado por RC HOUSE REAL ESTATE S.A.C.,https://www.properati.com.pe/detalle/14032-32-727c-e7a3c6411fed-ac5a0430-a55b-4b8d
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",USD550,2 dormitorios,1 baño,62 m²,2008,S/.180,Apartamento,Alquiler,16 feb. 2023 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-66f-1b9cb52d3179-be2b6645-9397-4944
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,000",3 dormitorios,2 baños,200 m²,2018,S/.603,Apartamento,Alquiler,16 feb. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-2194-dfc2de2de1b0-e392cfaa-9c16-4b6a
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,3 baños,120 m²,2019,S/.450,Apartamento,Alquiler,24 ene. 2023 - Publicado por  INMOBILIARIA TUCASA A1 PERU,https://www.properati.com.pe/detalle/14032-32-1027-6e637ab2439a-f3786c9e-9874-44f3
Apartamento en alquiler en Ur. Las Begonias,"Ur. Las Begonias, San Borja, Lima, Lima ","S/.2,900",3 dormitorios,3 baños,120 m²,1990,S/.140,Apartamento,Alquiler,29 dic. 2022 - Publicado por IVV Broker Inmobiliario,https://www.properati.com.pe/detalle/14032-32-45cb-b6a85f6aa66b-9502bad3-99f6-45a9
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.2,900",4 dormitorios,3 baños,120 m²,,,Apartamento,Alquiler,25 dic. 2022 - Publicado por RealWasi Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-84c1-abdc53fec0e4-d798cd90-9e1b-120d
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ","USD1,500",3 dormitorios,3 baños,150 m²,2022,S/.700,Apartamento,Alquiler,9 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d9b7-2cf8649679c1-18551c74-a815-4a3c
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",USD850,3 dormitorios,3 baños,114 m²,,S/.300,Apartamento,Alquiler,26 oct. 2022 - Publicado por REMAX SUNSET,https://www.properati.com.pe/detalle/14032-32-99c3-cfb7aa40f7e7-944e2982-8b7a-4b80
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,800",2 dormitorios,3 baños,170 m²,2013,S/.506,Apartamento,Alquiler,14 mar. 2023 - Publicado por Manuel Villarreal Perez,https://www.properati.com.pe/detalle/14032-32-ea5f-bd724abdf0b0-620ff35d-8dfb-4c50
Casa en alquiler en Ur. Monte Carmelo,"Ur. Monte Carmelo, La Victoria, Lima, Lima ","S/.4,900",3 dormitorios,3 baños,260 m²,1988,,Casa,Alquiler,11 mar. 2023 - Publicado por JESUS ALTAMIRANO CONDEMARIN,https://www.properati.com.pe/detalle/14032-32-8d6f-9d019a7c4ff3-6bd3681a-a10b-4812
Apartamento en alquiler en Santa Rosa,"Santa Rosa, Provincia de Lima, Provincia de Lima ","USD2,500",3 dormitorios,3 baños,217 m²,,S/.880,Apartamento,Alquiler,17 mar. 2022 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-c44c-cb19a3937e63-cba2504-a3bd-4a08
Casa en alquiler en As. Miguel Grau,"As. Miguel Grau, San Bartolo, Lima, Lima ",USD450,3 dormitorios,1 baño,120 m²,,,Casa,Alquiler,6 mar. 2023 - Publicado por Alfredo Maccera,https://www.properati.com.pe/detalle/14032-32-bc71-c73c661fb498-c94357a0-8d71-120d
Apartamento en alquiler en Ur. Los Andenes,"Ur. Los Andenes, Cayma, Arequipa, Arequipa ","S/.2,300",3 dormitorios,3 baños,120 m²,,,Apartamento,Alquiler,13 mar. 2023 - Publicado por Sandra Carbajal,https://www.properati.com.pe/detalle/14032-32-7a8a-cf7d8448a11-eda963f-b1d9-443a
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, Santiago de Surco, Lima, Lima ",USD750,3 dormitorios,3 baños,121 m²,2007,S/.160,Apartamento,Alquiler,5 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-6233-d395937c0e17-42b066e9-a76c-4f91
Apartamento en alquiler en Lo. Chacra Cerro,"Lo. Chacra Cerro, Comas, Lima, Lima ",S/.800,3 dormitorios,1 baño,49 m²,2016,S/.100,Apartamento,Alquiler,1 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-51af-bd59bf77d232-ed24aff0-8046-4397
Apartamento en alquiler en Ur. Las Laderas De Melgarejo,"Ur. Las Laderas De Melgarejo, La Molina, Lima, Lima ","S/.2,300",2 dormitorios,3 baños,76 m²,,,Apartamento,Alquiler,10 mar. 2023 - Publicado por Remax Diamond,https://www.properati.com.pe/detalle/14032-32-5a50-fa71d36f18b8-ec2437fb-b653-5005
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD950,2 dormitorios,3 baños,128 m²,2018,S/.550,Apartamento,Alquiler,12 mar. 2023 - Publicado por Manuel Villarreal Perez,https://www.properati.com.pe/detalle/14032-32-b329-3bcc8f6202ec-5f71e3ef-86e0-4d04
Casa en alquiler en Asia,"Asia, Cañete, Lima ",USD600,4 dormitorios,4 baños,700 m²,2022,,Casa,Alquiler,11 feb. 2023 - Publicado por GG BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-6c9f-6183348c61ed-dc4bbfdc-84ca-4801
Casa de playa en alquiler en Sama,"Sama, Tacna, Tacna ",USD500,3 dormitorios,2 baños,,,,Casa de playa,Alquiler,7 ene. 2023 - Publicado por Conéctica Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-30ac-781b42f2d96-1fd479d5-9d1a-48bf
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",USD800,2 dormitorios,2 baños,145 m²,2023,S/.200,Apartamento,Alquiler,11 mar. 2023 - Publicado por MARÍA CECILIA UGAZ BEER,https://www.properati.com.pe/detalle/14032-32-c048-adde0b22dd60-d89176d0-b132-120d
Apartamento en alquiler en Ur. Mayorazgo Etapa Iv,"Ur. Mayorazgo Etapa Iv, Ate, Lima, Lima ","S/.2,000",2 dormitorios,2 baños,120 m²,1998,S/.170,Apartamento,Alquiler,12 mar. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-22e6-21be8ef1e441-b0fe8edc-947e-49b1
Apartamento en alquiler en Sd. Aeropuerto De Collique,"Sd. Aeropuerto De Collique, Comas, Lima, Lima ",S/.800,2 dormitorios,1 baño,60 m²,2016,S/.1,Apartamento,Alquiler,5 mar. 2023 - Publicado por Piero ñopo Echevarría,https://www.properati.com.pe/detalle/14032-32-d8f0-6fc097f888a1-1d78eb10-8a77-4726
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ","USD2,200",3 dormitorios,3 baños,300 m²,2014,S/.170,Apartamento,Alquiler,11 mar. 2023 - Publicado por ERICK FERNANDO REATEGUI VARGAS,https://www.properati.com.pe/detalle/14032-32-c06b-fb738b2ee363-26a151c0-aac3-120d
Apartamento en alquiler en Urb los Patricios,"Urb los Patricios, Provincia de Lima, Provincia de Lima ","S/.3,600",3 dormitorios,2 baños,99 m²,2006,S/.310,Apartamento,Alquiler,24 jul. 2022 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-cd77-bc3bd68c89c5-ff43f21d-926c-43cc
Apartamento en alquiler en Las Acacias,"Las Acacias, Provincia de Lima, Provincia de Lima ",USD650,1 dormitorio,1 baño,130 m²,2012,,Apartamento,Alquiler,3 jun. 2022 - Publicado por María  Del Carmen Mesones Villacorta,https://www.properati.com.pe/detalle/14032-32-4294-b4743415b9db-59868097-bc98-3b13
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",USD600,1 dormitorio,1 baño,60 m²,2023,S/.200,Apartamento,Alquiler,11 mar. 2023 - Publicado por MARÍA CECILIA UGAZ BEER,https://www.properati.com.pe/detalle/14032-32-c047-4d38b668e473-ada67c00-8a37-120d
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ",USD950,3 dormitorios,2 baños,82 m²,,,Apartamento,Alquiler,9 mar. 2023 - Publicado por REMAX AHORA,https://www.properati.com.pe/detalle/14032-32-ce00-a494b50ac00b-1b9db7fa-9ef1-4df4
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,2 baños,112 m²,,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Excellence.,https://www.properati.com.pe/detalle/14032-32-fdca-6ff02bd0a6d3-cbac234b-96b9-312c
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ","USD205,000",3 dormitorios,2 baños,117 m²,2013,S/.350,Apartamento,Alquiler,10 mar. 2023 - Publicado por OPCION UNO INMOBILIARIA S.A.C,https://www.properati.com.pe/detalle/14032-32-8519-cab47c4ff2fe-ad8574d5-a1f7-458d
Apartamento en alquiler en Lo. Parcelacion - Ex Fundo La Estrella Sector 23,"Lo. Parcelacion - Ex Fundo La Estrella Sector 23, Ate, Lima, Lima ","S/.1,000",3 dormitorios,2 baños,65 m²,,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-9fdc-cddfd1955206-c2575ccd-a329-4011
Apartamento en alquiler en Ur. Maranga Etapa Ii,"Ur. Maranga Etapa Ii, San Miguel, Lima, Lima ","S/.2,500",3 dormitorios,2 baños,124 m²,1995,,Apartamento,Alquiler,2 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-c20-9506af32f857-edbebebc-b920-438d
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",USD850,2 dormitorios,2 baños,90 m²,2020,S/.290,Apartamento,Alquiler,26 jul. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-7153-ed48552947b7-6a2440e1-8d99-4c50
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",USD850,2 dormitorios,2 baños,90 m²,2012,S/.300,Apartamento,Alquiler,10 jul. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-79fb-11bb5e125d9e-6db5099b-a907-468d
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,100",2 dormitorios,3 baños,110 m²,2022,S/.380,Apartamento,Alquiler,16 dic. 2022 - Publicado por Dream House Real Estate,https://www.properati.com.pe/detalle/14032-32-919b-b380b8c43666-d2723b18-9876-4c7e
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, San Isidro, Lima, Lima ","USD1,500",3 dormitorios,4 baños,200 m²,2011,S/.800,Apartamento,Alquiler,11 mar. 2023 - Publicado por Prime House,https://www.properati.com.pe/detalle/14032-32-8ede-2dc787348dec-f6829be-84fa-4516
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,250",1 dormitorio,1 baño,110 m²,2019,S/.462,Apartamento,Alquiler,10 mar. 2023 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-1580-847661ec7f0c-42f9b076-b2fb-45c3
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ","USD2,200",4 dormitorios,3 baños,330 m²,2006,S/.600,Casa,Alquiler,6 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-7c27-9aef3ad01741-55e52c06-a397-4aca
Apartamento en alquiler en Chacra Rios Sur,"Chacra Rios Sur, Provincia de Lima, Provincia de Lima ","S/.1,469",2 dormitorios,2 baños,58 m²,2017,,Apartamento,Alquiler,23 ago. 2022 - Publicado por EXPERT HOME BIENES RAICES S.A.C,https://www.properati.com.pe/detalle/14032-32-42a3-ae85fc19d920-29002ad6-877d-4793
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ","USD2,300",4 dormitorios,3 baños,330 m²,2006,S/.600,Casa,Alquiler,6 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-448b-c8a06f851ae-acb12818-bb46-4c4f
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ","USD2,100",4 dormitorios,3 baños,300 m²,2006,S/.600,Casa,Alquiler,5 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-c949-d3d9505eef72-a80394cd-b458-4587
Casa en alquiler en Urb Señorial,"Urb Señorial, Arequipa, Arequipa ","S/.4,000",3 dormitorios,4 baños,200 m²,200 m²,,Casa,Alquiler,23 set. 2022 - Publicado por Casafacil-Aqp,https://www.properati.com.pe/detalle/14032-32-dbe7-859597426bf6-fdad716c-a12d-3ed0
